mark,alle,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,g256,g257,g258,g259,g260,g261,g262,g263,g264,g265,g266,g267,g268,g269,g270,g271,g272,g273,g274,g275
10,5,0,0,0.0295,0,0,0,0,0.0335,0.113,0,0,0.095,0,0,0.018,,,0,0,0,0,0,0,0,0,0,0,0.025,0.021,0.0355,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0.218,0,0,0,0.0275,0.025,0,0,0,0,0,0,0,0.0275,0.051,0,0.0725,0,0.04,0,0.0425,0.1115,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,0,0.133,0,0.022,0.0655,0.019,0,0,0,0,0,0.043,0.1075,0.037,0.023,0,0.104,0.024,0,0.075,0.073,0,0,0,0.1115,0,0,0.0235,0.0445,0,0.021,0,0,0.0335,0.0655,0,0.021,0.1825,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285,0,0,0.1065,0,0,0.0765,0.0545,0.0635,0,0,0,0,0,0.0225,0.027,0.024,0.046,0.077,0,0.0715,0.099,0.0285,0,0,0,0,0,0,0,0,0.0595,0,0.0475,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0.02,0,0.1695,0,0,0,0,0,0.019,0,0.0935,0.0395,0.162,0,0,0,0,0,0.0225,0.0525,0.1565,0.136,0,0.0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0.0595,0.053,0,0,0.069,0.025,0,0.0625,0,0,0,0,0.2235,0.0725,0.1555,0,0,0,0.0935,0,0,0,0,0.1545,0,0,0,0,0
10,6,0,0.0285,0.7965,0,0,0.211,0.0635,0.372,0.8665,0.2655,0,0.6295,0.032,0.1905,0.8055,,,0.2035,0,0.062,0.106,0.0495,1,0.3765,0.0895,0.138,0.2365,0.2795,0.887,0.2915,0.041,0.728,0,0.1295,0.0605,0.1315,0.107,0.1775,0.371,0.169,0.1965,0.317,0.1475,0.332,0.2025,0.433,0.546,0,0.1825,0.183,0.2225,0.5435,0.6565,0.5475,0.182,0,0,0.0615,0.17,0.1355,0.6045,0.594,0.069,0.5515,0,0.6605,0.347,0.918,0.8885,0.191,0.153,0.21,0.5055,0.4395,0.2765,0.2575,0.3625,0.412,0.3875,0.131,0.1015,0.221,0.136,0.297,0.2665,0.629,0.458,0.2535,0.867,0.2585,0.85,0.5385,0.88,0.5305,0.7845,0.268,0.3405,0.357,0.873,0.8925,0.963,0.599,0.425,0.896,0.976,0.7025,0.7595,0.5895,0.437,0.051,0.6765,0.5865,0.326,0.1675,0.3875,0.64,0.47,0.156,0.373,0.399,0.6815,0.9345,0.6545,0.7685,0.7955,0.3615,0.0925,0.23,0.082,0.045,0.443,0.307,0.018,0.2525,0.2305,0.6285,0.242,0.684,0.377,0.459,0.2365,0.069,0.6045,0.0455,0.335,0.5955,0.7975,0.667,0.184,0.672,0.259,0.709,0.376,0.7185,0.1795,0.6085,0.62,0.647,0.395,0.2075,0.6595,0.4695,0.3115,0.5545,0.024,0.154,0.435,0.25,0.203,0.6195,0.6205,0.2125,0.5945,0.202,0.186,0.2835,0.4165,0.168,0.553,0.0985,0.068,0.0435,0.1095,0.302,0.508,0.444,0.197,0.2675,0.2915,0.1435,0.472,0.5235,0.266,0.1705,0.171,0,0.801,0.196,0.365,0.501,0.076,0.757,0.17,0.1385,0.1545,0.0895,0.6015,0.4335,0.5085,0.778,0.9605,0.6675,0.489,0.603,0.4105,0.36,0.523,0.3885,0.773,0.7005,0.5645,0.4365,0.5485,0.0445,0.1155,0,0.193,0.139,0.28,0.0295,0,0,0,0.312,0.061,0.0345,0.0325,0,0.0505,0,0.38,0,0.3075,0.0325,0.2655,0.117,0.434,0.329,0,0.225,0.332,0.7095,0.271,0.688,0.1355,0.022,0.241,0.1365,0.7765,0.6805,0.7285,0.465,0.0845,0.282,0.7015,0.0545,0.7015,0,0,0,0.037,0,0.0515,0.1355,0.097
10,7,1,0.8635,0.1745,0.59,0,0.789,0.9365,0.5945,0,0.6675,0.975,0.2755,0.941,0.748,0.1765,,,0.7965,1,0.938,0.875,0.8505,0,0.6235,0.873,0.862,0.7635,0.674,0.0675,0.6725,0.699,0.039,0.981,0.8705,0.9395,0.8295,0.893,0.8225,0.629,0.831,0.8035,0.683,0.8525,0.668,0.7975,0.536,0.454,0.782,0.8,0.5855,0.6695,0.429,0.3185,0.4525,0.165,0.85,0.889,0.8595,0.7605,0.8645,0.368,0.355,0.8785,0.3765,0.9485,0.2765,0.653,0.0395,0,0.809,0.847,0.79,0.476,0.537,0.7235,0.7235,0.487,0.588,0.6125,0.869,0.6785,0.7195,0.782,0.674,0.7335,0.338,0.511,0.7465,0,0.7415,0.1285,0.396,0,0.3035,0.1375,0.682,0.534,0.3445,0.084,0,0,0.3585,0.394,0,0,0.2975,0.1655,0.338,0.563,0.9275,0.2765,0.302,0.674,0.793,0.5575,0.3155,0.53,0.823,0.627,0.601,0.285,0,0.3455,0.2105,0,0.613,0.9075,0.77,0.918,0.655,0.3795,0.5705,0.68,0.7475,0.719,0.3715,0.758,0.296,0.5525,0.4165,0.722,0.7055,0.2895,0.595,0.665,0.328,0.148,0.269,0.774,0.205,0.661,0.2105,0.624,0.2585,0.67,0.3675,0.316,0.2205,0.2745,0.144,0.1535,0.4805,0.59,0.397,0.3185,0.416,0.11,0.3825,0.768,0.3605,0.3195,0.7615,0.3345,0.7615,0.71,0.692,0.5,0.5485,0.283,0.5895,0.5135,0.238,0.341,0.512,0.2955,0.4235,0.689,0.614,0.7085,0.6925,0.528,0.4765,0.734,0.5565,0.6385,0.5215,0.0335,0.6275,0.551,0.3395,0.7655,0.0735,0.4405,0.4695,0.4745,0.668,0.368,0.4985,0.4915,0.084,0,0.1705,0.342,0.3415,0.4085,0.64,0.477,0.361,0.0855,0.0475,0.3,0.545,0.403,0.3095,0.265,0.241,0.506,0.194,0.203,0.418,0.2385,0.644,0.5005,0.499,0.494,0.3345,0.366,0,0.5995,0.225,0.1365,0.4565,0.154,0.2805,0.3055,0.4785,0.481,0.511,0,0.3285,0.3065,0,0.489,0,0.1835,0.3515,0.657,0.8105,0,0.1835,0.071,0.3145,0.802,0.446,0.065,0.7425,0.2525,0.783,0.827,0.427,0.675,0.5745,0.2835,0.578,0.379
10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504,0.0825,0,0,0,0,0,0,0.051,0,0.025,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,0.048,0.512,0.5905,0.835,0.5,0.1535,0.8815,0.475,0,0.628,0.533,0.429,0.552,0.806,0.6885,,0,1,1,0.139,0,0.8775,0.1055,0.3575,0.1575,0.151,0.2715,0.8665,1,0.632,0,0.61,0.3125,0.3465,0.1565,0.646,0.3795,0.3935,0.3765,0.338,0.355,0.3415,0.1315,0.0325,0.2475,0.0205,0.2765,0.284,0.51,0.3725,0.175,0.259,0.633,0.0185,0.1345,0.33,0,0.045,0,0.083,0.6545,0.6595,0.9425,0.726,0.5825,0.6555,0.951,0.886,0.9505,0.262,0.3915,0.673,0.318,0.482,0.582,0.517,0.6515,0.3245,0.298,0.5775,0.3795,0.444,0.547,0.4385,0.515,0.1285,0.2055,0.5225,0.9085,0.331,0.9345,0.729,0.664,0.6625,0.3635,0.446,0.131,0.072,0.231,0.873,0.5795,0.5955,0.5275,0.3545,0.4,0.353,0,0.5025,0.7145,0.5485,0.1445,0.8175,0.4995,0.53,0.249,0.3555,0.142,0.356,0.9035,0.7845,0.2975,0.702,0.6415,0.6525,0.9165,0.3905,0.6775,0.4745,0.654,1,0.5235,0.469,0.3845,0.575,0.797,0.5795,0.6905,0.4725,0.556,0.178,0.1205,0.1255,0.3255,0.2525,0.586,0.929,0.596,0.5075,0.981,0.395,0.6115,0.5285,1,0.7385,0.9795,0.4065,0.527,0.3325,0.911,0.463,0.712,0.832,0.358,0.5535,0.42,0.5355,0.559,0.608,0.2275,0.678,0,0.422,0.4445,0.3315,0.7365,0.4495,0.339,0.1125,0,0,0,0.1915,0.6585,0.0435,0.301,0.1495,0.388,0.067,0.156,0.086,0.15,0.249,0.1935,0,0.2275,0,0.031,0,0,0,0,0,0.135,0.1245,0,0.362,0.347,0.2075,0.5505,0,0.5305,0.17,0.051,0.264,0.114,0.663,0.274,0.1795,0.413,0.23,0.3905,0.2705,0.304,0.1605,0,0.216,0.2225,0.034,0,0,0.023,0,0,0,0,0.0995,0.071,0.073,0,0.061,0.0715,0.033,0,0.291,0.281,0,0.422,0.1765,0,0.192,0.1385,0,0,0.344,0.018,0,0.021,0,0.1,0.2935,0.0705,0,0,0,0,0,0.096,0,0.1025,0.021,0.358,0,0.2655,0.2475,0.0215
11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.1225,0,0.1515,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1255,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315,0,0,0.018,0.0185,0,0,0,0,0.2665,0.048,0.0495,0.1215,0.083,0,0.049,0.0195,0,0,0,0,0,0.0275,0.089,0,0,0,0,0,0,0,0,0,0.0475,0.0375,0.125,0,0.0205,0,0.4,0,0,0,0,0.028,0,0,0,0,0.0665,0,0,0,0,0,0,0.104,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1265,0,0,0.209,0,0,0,0,0,0,0.0195,0,0,0.4685,0,0,0.0255,0,0,0,0.1115,0.025,0.189,0,0,0,0,0,0,0,0,0,0.041,0,0
11,4,0,0,0.2455,0.127,0,0.0195,0,0.0435,0,0.0675,0,0,0,0.037,0,,0,0,0,0,0,0,0,0.1295,0.3425,0.2625,0.0215,0,0,0,0.1495,0,0,0.2395,0.174,0.062,0.2935,0.3605,0.2545,0.2915,0.2615,0.2545,0.3345,0.38,0.339,0.375,0.319,0.046,0,0.3155,0.2425,0.2835,0.367,0.746,0.3915,0.0875,0.2375,0.4325,0.476,0.434,0.1225,0,0.0245,0.093,0,0,0,0,0,0.513,0.0775,0.065,0.3405,0.159,0.142,0.0205,0,0.117,0.366,0.1035,0.274,0,0.119,0.1295,0.2215,0.2415,0.5625,0.042,0.0915,0.2175,0,0,0.093,0.028,0,0,0,0.0545,0.0715,0.127,0.222,0.1915,0.192,0.2525,0.423,0.1395,0.522,0.4975,0,0.411,0.317,0.1825,0,0,0,0.27,0,0,0,0.021,0.2335,0.189,0.102,0.069,0.0245,0.111,0,0,0.063,0,0,0,0.311,0.3435,0.105,0.235,0.18,0.1745,0.079,0.822,0.455,0.7455,0.51,0.5635,0.247,0.071,0.3225,0.458,0,0.404,0.28,0,0,0.18,0,0.2455,0.2065,0.3835,0.035,0.414,0.185,0,0.274,0.374,0.371,0.446,0.441,0.308,0.679,0.2655,0.6785,0.2755,0.213,0.4415,0.0355,0.178,0.131,0.359,0.788,0.532,0.6115,0.212,0.111,0.605,0.1835,0.114,0.36,0.556,0.63,0.6565,0.5865,0.3105,0.3815,0.306,0.379,0.405,0.4125,0.7215,0.765,0.287,0.426,0.2885,0.4395,0.3705,0.693,0.405,0.32,0.7925,0.1835,0.9365,0.2245,0.7305,0.224,0.5175,0.7675,0.1995,0.649,0.499,0.2985,0.509,0.6095,0.642,0.6635,0.4205,0.4255,0.6015,0.4235,0.534,0.7235,0.4415,0.2715,0.584,0.4845,0.858,0.865,0.644,0.6035,0.681,0.765,0.708,0.4535,0.5135,0.508,0.5,0.415,0.5475,0.17,0.178,0.527,0.3425,0.297,0.8895,0.586,0.1615,0.4945,0.362,0.4015,0.5205,0.598,0.357,0.3575,0.484,0.5255,0.442,0.6905,0.5155,0.344,0.158,0.72,0.629,0,0.6285,0.276,0.358,0.8165
11,5,0.952,0,0.1645,0,0,0.5975,0.027,0.462,0.979,0.3045,0.467,0.571,0.3045,0.1145,0.3115,,0.607,0,0,0.8415,0.973,0,0.3155,0.362,0.501,0.502,0.6645,0.1335,0,0.3685,0.5495,0.365,0.6875,0.414,0.6695,0.2915,0.3275,0.2455,0.31,0.37,0.3635,0.404,0.534,0.5875,0.39,0.604,0.4045,0.67,0.49,0.312,0.582,0.4575,0,0.2355,0.474,0.5825,0.7625,0.397,0.5005,0.483,0.223,0.3405,0.033,0.1815,0.3715,0.3445,0.049,0.026,0.0495,0.225,0.531,0.2395,0.341,0.359,0.2155,0.4625,0.3485,0.418,0.3365,0.2565,0.347,0.556,0.334,0.432,0.264,0.6305,0.1985,0.4095,0,0.4515,0.0455,0.2165,0.223,0.3095,0.1365,0.054,0.846,0.6495,0.5205,0,0,0.213,0.168,0,0,0.0885,0,0,0.0915,0,0.2755,0,0.5005,0.47,0.694,0.071,0.5265,0.644,0.0965,0.1945,0.469,0.109,0.1295,0.2785,0.059,0.4985,0.3225,0.4125,0.283,0,0.4765,0,0.304,0.081,0.098,0.1855,0.1295,0.3055,0.335,0,0.4245,0.1295,0.1645,0.1835,0.1665,0,0,0,0,0.201,0.0825,0.323,0,0.0815,0.0205,0.348,0.266,0.283,0.054,0.123,0.046,0.109,0.301,0.0725,0.169,0,0,0.084,0.0935,0.0565,0,0.2545,0.063,0.1055,0.145,0.351,0.481,0.509,0.1885,0.2025,0.322,0.5685,0.1775,0.289,0.397,0.7365,0.16,0.312,0.214,0.1775,0.2375,0.396,0.363,0.6275,0.312,0.169,0.3195,0.2415,0.021,0.213,0.09,0.583,0.182,0.42,0.307,0.2055,0.3335,0,0.266,0.0635,0.096,0.1,0.567,0.218,0.119,0.137,0.077,0.217,0.266,0.261,0,0.0875,0.0325,0.331,0.4555,0.183,0.3315,0.3485,0.206,0.444,0.6645,0.416,0.5155,0.097,0.135,0.2565,0.2575,0.246,0.21,0,0.3485,0.191,0.492,0,0.196,0.3405,0.141,0.3255,0.4395,0.343,0.3255,0.1105,0.414,0.026,0.4435,0.4715,0.306,0.4795,0.302,0.2365,0.3115,0.491,0.198,0.511,0.1115,0.3585,0.56,0.842,0.177,0.35,0.642,0.3715,0.4175,0.26,0.0555
11,6,0,0,0,0.038,0.5,0,0,0,0,0,0,0,0,0,0,,0.393,0,0,0.0195,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0.0355,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555,0.0345,0,0,0.0265,0,0,0,0,0,0,0,0,0,0.057,0.0275,0,0,0,0,0,0,0,0,0,0,0.2305,0,0,0.0215,0,0,0,0,0.0275,0.0275,0.0535,0.0345,0.0295,0,0.0555,0.065,0,0.08,0.026,0,0,0.0665,0.0345,0.047,0.0275,0.037,0.0665,0.318,0.084,0.049,0.2435,0.0345,0,0,0,0,0,0,0.027,0,0.158,0,0,0,0,0,0,0,0,0,0,0.088,0.119,0,0.0225,0.083,0.071,0,0,0,0,0.0455,0,0,0.0445,0,0.025,0.231,0,0.262,0,0,0.108,0.093,0.267,0,0,0.1225,0,0,0,0,0,0.167,0.1195,0,0,0,0.053,0,0,0.047,0,0,0,0,0,0,0,0,0,0.135,0.1065
11,7,0,0.488,0,0,0,0.2295,0.091,0.019,0.021,0,0,0,0.144,0.042,0,,0,0,0,0,0,0,0.579,0,0,0,0.0425,0,0,0,0.301,0.025,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0.088,0,0,0,0,0,0,0.061,0,0,0.1405,0,0.02,0,0,0,0,0,0,0.0335,0,0,0,0,0,0,0,0,0,0,0.2235,0.1765,0,0.1985,0,0.113,0.3935,0.1775,0.3765,0.478,0,0.1935,0.0405,0.263,0,0,0,0.057,0.2845,0.332,0,0,0,0,0,0.127,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0.047,0.03,0,0,0,0,0,0,0,0.0255,0,0.019,0,0,0.0985,0,0,0,0,0,0,0,0,0,0,0.0665,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235,0.2655,0.0385,0,0,0,0,0,0.0365,0,0,0,0,0,0,0,0,0.342,0,0,0.127,0.182,0,0,0,0.0245,0,0,0,0,0,0,0.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0.3195,0.0335,0,0.2195,0,0,0,0,0,0.126,0,0,0.113,0.0965,0,0.0875,0,0.198,0.1255,0,0,0,0,0,0,0,0,0
11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0.026,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.062,0,0,0,0.0845,0,0,0,0,0.0795,0,0.0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,0.0785,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885,0.0815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0.0415,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1385,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,0.643,0.214,0,0,0.627,0.021,0,0,0.4355,0,0.2755,0.166,0.3,0,,0,0.264,0,0,0,0,0,0,0,0,0,0.223,0.173,0,0,0.202,0.1745,0,0.1525,0.218,0.0305,0,0,0.0645,0.0335,0.0175,0.0285,0,0,0.095,0,0,0.456,0,0,0,0.303,0.5355,0,0,0,0,0.0375,0,0,0.338,0.459,0.159,0.2475,0.084,0,0.0315,0.1705,0.1805,0.499,0.073,0,0,0.0275,0,0.5835,0,0,0,0,0,0,0,0.0765,0,0,0.3425,0,0.383,0,0,0.1765,0,0,0.026,0,0,0,0.0285,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0.372,0,0.03,0,0,0.0285,0.061,0,0,0.091,0.4115,0.0915,0,0,0.074,0,0,0.581,0,0.0695,0.0235,0.12,0,0,0,0.0575,0,0.289,0.4135,0,0.041,0.852,0.5475,0,0,0.0455,0.5455,0.389,0.274,0.559,0.0795,0,0,0,0.1025,0.3955,0.3205,0.2965,0,0,0,0,0,0.19,0.266,0.1735,0.6105,0.023,0.154,0,0,0.0455,0.037,0.187,0,0.2845,0.45,0,0.0245,0,0,0,0,0.4615,0.3845,0,0.0355,0,0.1055,0,0.0285,0,0,0,0,0,0,0.033,0.0735,0,0,0,0,0.0475,0.1835,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0.397,0.0955,0,0.0525,0,0,0,0,0,0,0,0,0,0,0,0,0.5485,0,0.1325,0.913,0,0,0,0,0,0,0,0.1395,0.277,0,0,0.6745,0,0.3235,0.15,0,0.0325,0.0325,0,0,0,0.181
12,3,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0935,0,0,0.1365,0.6515,0.5735,0,0.6275,0,0,0.0645,0,0.12,0,0.0695,0.1865,0,0.1695,0.215,0.6565,0.37,0.206,0.1755,0,0.2495,0.019,0.419,0.497,0,0.3445,0,0.6355,0.21,0.2135,0.4305,0.5595,0.0625,0.048,0,0,0,0,0,0,0.076,0.26,0.414,0,0,0.207,0.3405,0.1685,0.4315,0,0.35,0,0,0.2435,0.07,0,0.3975,0.2545,0.163,0.3485,0.2205,0.3775,0,0,0.0195,0.8235,0.1985,0,0.0395,0,0.0215,0,0,0.0265,0.0335,0.042,0,0,0,0.058,0,0.073,0,0.296,0,0.0195,0,0,0,0,0,0,0.276,0.299,0,0,0.0365,0,0.057,0.027,0.0535,0,0,0.2885,0,0.2235,0.5105,0.337,0.62,0.206,0.6195,0.5955,0.7905,0.121,0.291,0,0.191,0,0,0,0,0.0545,0.5855,0,0,0,0.1085,0,0.5655,0.187,0.581,0.0705,0.3685,0,0.0285,0.7515,0.545,0.08,0.27,0.221,0.553,0.5005,0.6425,0,0.445,0.6085,0.249,0.287,0.027,0.35,0.0425,0.198,0.0305,0.286,0.035,0.018,0.2815,0.064,0.349,0,0.0245,0.0755,0,0.079,0.2085,0.096,0,0.2285,0.3315,0.36,0.383,0.062,0.5435,0.0655,0.1915,0.6265,0.3785,0.2595,0.642,0.3475,0.4605,0.041,0.693,0.316,0.079,0.179,0.534,0.545,0,0.2615,0.1575,0.2995,0.4845,0.5475,0.562,0.2915,0.194,0.301,0.339,0.4245,0.066,0.585,0.3975,0.35,0,0.0995,0,0,0.508,0.8295,0.536,0.3875,0.47,0.493,0.52,0.1935,0.297,0.5685,0.3205,0.4165,0.378,0.3295,0,0.3775,0.0535,0,0.085,0.6035,0.2075,0.448,0,0.0485,0.345,0.135,0,0.117,0.2295,0,0.508,0,0.061,0.63,0.893,0,0.1735,0.31,0.2415,0.627
